"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","PRCP","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT08","WT09"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-03-06","2.2"," 2351","0.0",,"3.9","-0.5","  100","  100","4.0","4.9",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-03-07","4.0"," 1150","7.9",,"4.4","0.0","  110","  180","6.3","9.4",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-03-08","2.9"," 2348","6.1",,"3.9","0.6","  110","  100","10.3","13.4",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-03-09","5.7"," 0231","10.7",,"5.6","0.6","  100","  110","11.6","15.7",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-03-10","4.1"," 0701","12.2",,"6.1","1.1","  110","  100","8.1","9.8",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-03-11","5.4"," 0845","13.0",,"6.7","1.1","  110","  110","12.5","16.1",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-03-12","4.8"," 1746","0.3",,"12.2","2.2","  130","  110","10.3","15.7",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-03-13","4.5"," 2243","0.0",,"14.4","3.9","  110","  100","10.3","13.4",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-03-14","4.1"," 0427","0.0",,"12.2","5.6","  230","  110","8.1","9.4",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-03-15","1.9"," 1338","0.0",,"7.2","2.2","  260","  260","5.8","6.3",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-03-16","3.0"," 1707","0.0",,"7.2","2.2","  300","  300","8.9","9.4",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-03-17","1.3"," 0319","0.0",,"7.2","1.1","  220","  350","4.0","4.9",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-03-18","1.5"," 1301","0.5",,"6.1","0.6","  260","  270","3.6","4.0",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-03-19","2.7"," 2054","22.9",,"5.0","2.2","  100","   90","5.4","6.3",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-03-20","6.1"," 1539","4.3",,"5.0","0.6","  250","  230","11.2","14.8",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-03-21","2.2"," 1351","0.0",,"5.6","-1.0","  100","  120","6.3","8.1",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-03-22","2.8"," 1458","0.0",,"7.8","1.1","   20","   20","8.9","12.1",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-03-23","3.0"," 0645","0.0",,"5.6","-0.5","  110","  100","6.3","7.6",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-03-24","1.8"," 1400","0.3",,"5.6","-2.1","  200","  200","7.2","9.4",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-03-25","2.6"," 0824","0.0",,"5.0","0.0","  110","  110","6.7","8.1",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-03-26","3.3"," 1215","12.4",,"5.6","-0.5","  240","  110","7.2","9.8",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-03-27","4.8"," 1737","5.6",,"6.1","3.3","  230","  280","9.4","16.1",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-03-28","1.9"," 1356","1.8",,"6.1","2.2","  230","  230","5.8","7.2",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-03-29","3.5"," 1637","0.0",,"7.8","0.6","  330","  340","10.3","12.1",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-03-30","2.6"," 1548","1.3",,"7.2","-2.1","  190","  220","6.7","9.8",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-03-31","2.1"," 2044","0.0",,"6.1","0.6","   10","  350","6.7","8.5",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-01","3.2"," 0130","0.0",,"7.2","-0.5","  330","  320","8.9","9.8",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-02","1.9"," 1038","0.0",,"5.0","-1.0","   90","   90","5.8","7.6",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-03","2.3"," 1707","0.0",,"6.1","-2.1","  290","  320","6.3","7.2",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-04","3.4"," 1814","0.0",,"7.2","-0.5","   80","   70","6.7","8.5",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-05","6.4"," 1935","0.0",,"11.1","3.3","  110","  110","12.5","16.5",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-06","6.0"," 0814","0.0",,"10.6","7.2","  110","  130","9.8","13.0",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-07","1.9"," 1513","0.0",,"15.0","3.3","  110","  110","6.3","7.6",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-08","2.2"," 1854","0.5",,"11.1","4.4","  200","  190","7.2","8.9",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-09","4.3"," 2000","0.3",,"12.2","6.1","  100","  110","11.2","15.2",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-10","6.5"," 1959","0.0",,"13.9","7.2","  130","  130","13.0","16.5",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-11","4.8"," 1806","0.0",,"14.4","6.1","  210","  210","13.0","15.2",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-12","5.2"," 1004","0.3",,"10.6","6.1","  110","  100","9.8","12.1",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-13","4.8"," 0824","0.3",,"10.6","4.4","  120","  120","8.9","11.6",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-14","2.4"," 0211","1.3",,"8.9","2.8","  140","  150","6.3","7.6",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-15","3.7"," 1737","0.0",,"10.0","1.1","  300","  290","8.1","9.4",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-16","2.0"," 1319","0.0",,"9.4","1.7","  230","  220","5.4","5.8",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-17","3.1"," 1327","0.0",,"7.8","1.1","  220","  220","8.9","10.3",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-18","5.3"," 1642","24.1",,"7.8","5.0","  190","  200","11.2","14.8",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-19","6.2"," 0814","21.6",,"7.2","4.4","  110","  110","11.6","15.7",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-20","2.6"," 0153","1.5",,"7.2","1.1","  150","  150","6.7","8.1",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-21","3.2"," 1419","5.6",,"8.3","0.0","  190","  200","10.3","13.0",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-22","6.0"," 1016","3.3",,"8.3","5.0","  150","  140","8.9","11.2",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-23","6.4"," 0721","12.4",,"7.2","6.1","  110","  110","10.7","14.3",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-24","2.9"," 0039","5.8",,"7.8","5.0","  190","  190","6.7","8.1",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-25","2.6"," 1646","2.8",,"7.2","5.0","  210","  280","5.8","9.8",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-26","2.2"," 2333","1.0",,"7.2","5.0","  330","  330","8.1","9.8",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-27","5.8"," 1941","0.3",,"7.8","4.4","  330","  330","9.4","11.2",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-28","2.8"," 0300","0.5",,"8.3","3.3","  280","  280","9.4","12.1",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-29","2.5"," 1210","0.3",,"7.8","3.3","  120","  250","5.4","5.4",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-04-30","2.5"," 0423","2.0",,"6.7","3.9","  110","  110","4.5","5.4",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-01","3.8"," 0657","22.4",,"6.7","5.6","  190","  200","7.6","9.8",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-02","3.1"," 0615","3.6",,"8.3","2.2","  290","  290","6.3","6.7",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-03","1.8"," 1534","0.8",,"7.2","2.2","  130","  120","4.5","6.3",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-04","3.0"," 1651","2.5",,"8.9","5.6","  200","  190","7.6","9.4",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-05","5.1"," 0431","7.9",,"10.0","6.7","  190","  200","9.8","13.4",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-06","1.8"," 1603","0.0",,"13.3","5.0","  230","  220","4.5","5.4",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-07","1.9"," 1445","0.0",,"11.7","6.1","  300","  230","5.4","5.4",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-08","2.1"," 0300","0.0",,"10.6","6.1","  290","  350","4.5","5.8",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-09","1.3"," 1454","5.1",,"13.3","6.1","  200","  210","7.6","10.3",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-10","3.2"," 1647","0.0",,"11.1","6.1","  190","  190","9.4","12.5",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-11","4.0"," 2344","19.3",,"8.9","6.7","  180","  180","7.6","10.7",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-12","3.9"," 0030","4.1",,"9.4","6.7","  220","  190","7.2","9.4",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-13","5.2"," 1242","4.1",,"12.2","6.1","  190","  190","11.6","16.1",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-14","3.5"," 0133","6.9",,"7.2","3.9","  170","  170","8.9","12.5",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-15","4.4"," 1635","0.8",,"10.0","3.3","  330","  310","8.1","9.8",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-16","5.5"," 1542","0.0",,"10.6","3.3","  310","  310","9.4","10.3",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-17","1.6"," 0318","0.0",,"13.9","3.3","  230","  320","4.5","5.4",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-18","3.6"," 0735","0.0",,"11.1","7.2","  230","  230","8.9","9.8",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-19","2.6"," 1035","0.0",,"10.0","7.2","  230","  240","5.4","6.3",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-20","2.9"," 2005","9.4",,"11.1","7.8","  200","  200","7.6","9.4",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-21","4.7"," 1350","16.0",,"11.7","8.3","  180","  190","13.4","17.9",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-22","3.7"," 1011","4.1",,"11.1","6.7","  200","  190","10.3","14.3",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-23","2.6"," 1835","0.0",,"12.8","5.6","  230","  220","5.8","7.2",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-24","2.9"," 1452","4.3",,"11.1","7.2","  190","  200","9.8","13.0",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-25","1.7"," 1141","2.8",,"10.0","7.2","  200","  190","9.4","12.1",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-26","5.7"," 1827","7.9",,"11.1","6.7","  160","  160","13.0","16.5",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-27","4.6"," 0242","5.8",,"10.6","7.2","  170","  170","10.7","14.8",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-28","3.1"," 0503","26.2",,"10.0","5.6","  110","  100","8.1","9.4",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-29","2.1"," 1235","0.0",,"12.2","5.0","  230","  230","4.5","5.4",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-30","1.8"," 1144","0.0",,"11.7","6.7","  230","  210","4.0","4.9",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-05-31","1.8"," 1333","0.0",,"12.2","5.6","  250","  260","4.5","5.8",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-06-01","3.8"," 1144","0.5",,"14.4","6.7","  210","  110","8.1","9.8",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-06-02","2.4"," 0935","4.8",,"11.7","7.2","  220","  200","6.3","8.1",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-06-03","1.7"," 1338","0.0",,"13.9","6.1","  230","  220","5.8","6.3",,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2018-06-04","1.8"," 0952","1.8",,"11.1","7.8","  210","  220","5.4","6.3",,,,,,,
