-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2019 through 12/31/2021 
Location: Latitude  -1.9852   Longitude 30.0447 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1614.43 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
WS2M                    MERRA-2 Wind Speed at 2 Meters (m/s) 
TS                      MERRA-2 Earth Skin Temperature (C) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX                 MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                 MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/day) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
PS                      MERRA-2 Surface Pressure (kPa) 
WS50M_MAX               MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN               MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_UV_INDEX,WS2M,TS,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,QV2M,RH2M,WD10M,WS10M,PS,WS50M_MAX,WS50M_MIN
2019,7,17,1.95,1.6,19.72,18.77,25.05,13.69,0.0,10.93,70.31,154.44,2.66,84.19,6.67,2.48
2019,7,18,2.09,1.66,20.01,18.96,25.8,12.3,0.0,10.93,70.06,151.38,2.81,84.09,6.41,3.06
2019,7,19,2.25,1.16,20.9,20.08,26.15,13.23,0.0,11.05,65.81,142.25,1.86,84.02,4.58,1.04
2019,7,20,2.14,0.84,21.91,20.79,27.02,15.05,0.28,11.96,68.25,191.56,1.43,84.01,3.67,1.2
2019,7,21,1.68,1.23,20.67,19.88,25.87,15.61,0.43,12.27,73.62,192.12,2.11,84.04,4.13,2.66
2019,7,22,1.68,1.73,20.5,19.54,26.89,14.58,0.01,10.5,66.56,171.31,2.9,84.01,5.67,3.62
2019,7,23,1.69,1.34,19.81,18.75,26.76,10.33,0.02,9.52,63.44,172.81,2.27,83.99,4.48,2.24
2019,7,24,1.23,0.98,20.59,19.74,26.4,12.6,0.04,10.38,64.0,216.25,1.72,83.97,3.44,1.26
2019,7,25,1.32,1.18,21.21,20.51,26.93,15.11,0.0,10.68,63.19,170.25,1.93,84.01,3.32,2.08
2019,7,26,1.66,1.29,20.3,19.48,27.91,12.78,0.0,8.79,57.5,172.88,2.24,84.01,5.98,0.91
2019,7,27,2.02,1.45,19.42,18.76,27.52,12.21,0.0,8.24,56.38,184.62,2.48,83.99,5.03,1.97
2019,7,28,1.78,1.07,20.14,19.28,27.11,12.28,0.0,9.09,58.56,179.81,1.81,83.97,4.13,1.4
2019,7,29,1.7,0.94,21.06,20.26,27.02,13.17,0.0,10.07,60.56,225.75,1.47,84.0,3.07,1.11
2019,7,30,0.98,0.96,20.21,19.96,24.72,16.3,11.53,12.15,71.81,220.69,1.54,84.0,2.84,0.8
2019,7,31,0.81,1.05,19.37,19.12,23.83,15.5,11.69,12.39,76.94,178.62,1.69,84.01,3.77,0.67
2019,8,1,1.28,1.38,20.26,20.0,25.91,14.91,1.03,12.27,72.56,158.31,2.2,84.03,4.5,1.2
2019,8,2,1.09,1.8,19.9,19.51,24.76,15.31,2.42,12.7,77.0,147.69,2.88,84.04,7.02,1.59
2019,8,3,1.65,1.65,19.96,19.47,25.55,13.88,2.31,12.27,74.94,150.62,2.61,84.04,6.71,1.17
2019,8,4,2.62,1.87,20.32,19.66,27.27,13.1,0.4,10.93,67.44,155.19,3.13,84.1,6.0,3.07
2019,8,5,2.57,1.74,20.15,19.7,27.97,11.66,0.0,9.77,61.5,166.19,2.88,84.13,5.8,2.66
2019,8,6,2.48,1.27,21.13,20.76,28.11,13.4,0.07,10.56,60.69,138.06,1.98,84.13,3.69,1.08
2019,8,7,1.81,1.38,21.9,21.66,27.55,15.25,0.1,10.99,59.56,156.19,2.1,84.1,5.02,1.41
2019,8,8,1.62,1.61,21.57,21.07,27.26,16.3,3.12,11.9,66.25,166.0,2.53,84.08,5.59,1.77
2019,8,9,1.99,1.64,21.44,20.87,27.18,14.45,0.48,11.72,67.0,173.5,2.63,84.12,5.47,1.93
2019,8,10,1.27,1.69,21.01,20.26,25.68,15.62,0.58,11.96,69.94,133.81,2.65,84.21,5.85,2.34
2019,8,11,1.73,1.77,20.78,20.04,26.17,14.65,0.79,11.54,68.69,147.44,2.75,84.11,6.61,2.06
2019,8,12,2.29,1.5,20.51,19.82,25.67,13.87,0.04,10.93,66.19,155.38,2.39,84.08,5.23,2.11
2019,8,13,2.27,1.7,21.07,20.01,27.69,12.4,0.0,10.01,61.69,157.81,2.8,84.12,4.93,2.57
2019,8,14,2.61,2.02,20.29,19.19,27.51,11.62,0.0,8.85,58.12,156.25,3.31,84.17,6.75,3.37
2019,8,15,2.73,2.01,19.44,18.38,27.11,10.65,0.0,8.18,56.75,160.19,3.33,84.16,7.17,2.9
2019,8,16,2.55,1.9,19.94,18.77,26.71,11.16,0.14,9.34,61.12,129.06,3.03,84.1,7.69,0.98
2019,8,17,2.43,1.38,21.07,20.26,26.73,13.98,2.38,10.62,62.69,152.5,2.09,84.04,4.68,0.7
2019,8,18,2.23,1.8,21.74,20.73,27.58,14.31,2.51,11.29,65.44,158.69,2.84,84.0,6.23,2.61
2019,8,19,2.12,1.77,21.25,20.21,26.99,13.41,0.23,11.05,66.19,160.38,2.79,83.99,7.08,2.66
2019,8,20,1.91,1.53,21.3,20.53,27.01,14.63,0.18,10.68,62.62,151.31,2.38,84.04,5.63,1.88
2019,8,21,1.59,1.86,20.73,19.71,25.97,14.05,1.93,10.99,67.06,152.62,2.91,84.11,6.8,2.14
2019,8,22,1.95,1.84,20.23,19.34,26.18,13.64,2.87,11.23,70.31,170.19,3.02,84.07,7.36,3.12
2019,8,23,1.9,1.73,21.01,20.2,27.47,13.04,0.39,11.23,67.06,152.62,2.76,84.1,6.96,2.16
2019,8,24,2.24,1.77,20.96,20.17,28.02,13.77,0.04,10.8,65.44,126.88,2.77,84.09,5.58,1.75
2019,8,25,1.36,2.06,20.4,19.46,25.87,15.37,0.99,11.84,72.5,165.5,3.17,84.12,7.15,1.25
2019,8,26,2.12,2.05,21.54,20.72,27.46,14.44,0.2,11.29,65.5,144.19,3.19,84.09,7.23,2.03
2019,8,27,2.06,1.83,21.87,20.68,26.83,15.05,0.57,11.78,68.06,117.12,2.95,84.08,6.27,2.73
2019,8,28,2.27,1.35,22.68,21.66,28.05,16.88,0.62,12.15,65.94,131.25,2.11,84.02,4.49,0.62
2019,8,29,2.27,1.34,21.41,20.6,26.4,17.04,2.59,12.63,72.19,84.5,2.12,84.01,4.27,0.59
2019,8,30,1.73,1.28,21.52,20.8,26.4,16.9,2.74,12.57,71.12,196.19,2.05,83.94,4.63,0.92
2019,8,31,1.79,1.42,22.61,21.54,28.62,16.13,2.53,11.96,66.75,191.88,2.26,83.86,4.54,2.42
2019,9,1,1.84,1.17,21.57,20.82,26.04,16.44,2.79,12.76,72.06,145.94,1.92,83.91,3.66,1.89
2019,9,2,2.52,1.33,22.51,21.36,28.15,16.84,13.81,13.12,72.5,171.44,2.06,83.98,4.78,0.52
2019,9,3,1.82,1.87,21.44,20.58,26.39,16.92,5.32,13.24,76.19,85.44,2.9,84.04,6.6,1.16
2019,9,4,2.2,1.62,20.98,20.44,26.85,13.81,0.08,11.96,70.0,166.56,2.52,83.99,5.63,0.77
2019,9,5,2.38,1.59,21.53,20.86,27.08,14.13,0.03,11.6,66.06,147.06,2.52,83.97,5.35,0.81
2019,9,6,1.93,1.46,21.78,21.26,27.35,16.15,0.25,11.84,65.56,114.19,2.25,84.06,4.82,0.73
2019,9,7,1.79,1.96,21.57,20.91,26.93,15.86,0.12,11.66,66.38,145.31,3.1,84.08,8.09,0.95
2019,9,8,2.13,1.86,20.53,19.98,25.37,15.55,0.12,10.99,65.56,134.56,2.87,84.09,6.95,1.95
2019,9,9,2.23,1.8,21.6,20.58,27.58,13.94,0.02,10.56,61.75,139.25,2.83,84.05,7.01,2.21
2019,9,10,2.04,1.41,21.9,20.65,26.74,15.91,0.38,11.78,67.56,146.12,2.19,84.03,4.9,1.15
2019,9,11,1.95,1.55,22.28,21.05,27.75,15.48,1.44,12.51,70.5,140.75,2.54,83.98,4.88,2.35
2019,9,12,2.11,1.82,21.53,20.72,26.81,17.1,6.86,12.94,73.31,128.38,2.8,84.03,5.9,0.28
2019,9,13,2.57,1.31,22.12,21.5,27.44,16.63,2.53,12.82,69.56,147.69,2.02,84.01,4.12,0.34
2019,9,14,2.56,1.51,23.34,22.19,29.08,17.15,0.06,12.51,65.88,112.31,2.3,83.94,5.68,0.3
2019,9,15,2.78,1.63,22.62,21.69,28.19,16.34,0.63,12.45,67.62,142.75,2.64,83.92,4.73,0.49
2019,9,16,1.84,2.08,22.58,21.93,29.4,16.82,1.41,11.9,64.44,155.12,3.25,83.88,7.23,1.2
2019,9,17,2.5,1.95,22.55,21.77,28.17,16.18,0.07,11.72,63.25,148.81,3.04,83.89,6.75,0.76
2019,9,18,2.35,1.96,23.32,21.99,29.13,16.55,1.71,12.15,65.19,114.69,3.11,83.92,6.45,2.02
2019,9,19,2.73,1.85,22.57,21.63,28.98,15.8,1.83,11.84,65.12,131.19,2.97,83.92,6.48,0.38
2019,9,20,2.64,1.77,22.3,21.68,28.51,16.19,0.66,11.54,62.94,147.25,2.83,83.9,6.34,0.84
2019,9,21,2.47,1.53,23.54,22.57,29.46,16.1,2.46,11.66,60.69,145.56,2.4,83.87,5.7,0.13
2019,9,22,2.39,1.45,23.48,22.29,28.48,17.61,1.36,12.51,65.62,130.81,2.3,83.91,4.95,0.52
2019,9,23,2.55,1.44,23.25,22.19,28.38,17.52,1.38,12.57,66.44,148.12,2.38,83.93,4.53,1.7
2019,9,24,2.72,1.46,23.3,22.3,29.24,17.26,0.22,11.66,61.69,135.75,2.32,83.9,5.27,0.64
2019,9,25,1.88,1.54,21.42,20.72,25.92,17.24,3.98,12.39,70.0,182.5,2.38,83.92,5.34,0.74
2019,9,26,1.68,1.69,21.14,20.14,26.31,16.68,4.75,13.0,76.25,166.12,2.62,83.99,5.83,1.62
2019,9,27,1.59,1.78,19.77,19.21,24.18,15.62,4.52,12.7,78.5,151.94,2.81,83.99,7.29,1.05
2019,9,28,1.86,1.43,20.19,19.71,24.93,16.13,10.17,12.94,77.0,118.12,2.21,83.94,4.7,0.63
2019,9,29,2.77,1.23,21.42,20.67,27.25,14.87,4.31,13.06,75.0,171.19,2.05,83.84,3.84,0.41
2019,9,30,1.12,1.27,19.93,19.8,23.97,15.94,7.03,13.49,79.25,161.19,2.1,83.83,4.06,1.58
2019,10,1,2.48,1.4,20.15,20.05,25.54,15.03,5.15,12.88,75.56,173.31,2.31,83.81,5.13,0.73
2019,10,2,1.67,1.45,19.6,19.48,24.33,14.89,8.38,13.18,79.31,156.88,2.4,83.86,5.73,1.42
2019,10,3,2.07,1.92,19.33,19.11,24.48,15.4,4.94,13.0,80.44,173.81,3.1,83.86,7.45,1.16
2019,10,4,2.55,2.03,21.3,20.53,27.73,14.13,0.16,12.02,70.25,129.81,3.27,83.86,6.67,1.4
2019,10,5,2.48,2.03,21.01,20.04,27.07,13.0,0.22,11.41,67.75,133.88,3.28,83.87,7.59,2.95
2019,10,6,1.69,1.96,19.73,19.19,24.18,16.16,35.6,13.67,83.5,105.69,3.14,83.85,6.6,2.05
2019,10,7,2.03,1.85,20.14,19.9,25.37,15.62,1.87,12.94,76.5,89.19,2.97,83.78,7.16,1.03
2019,10,8,2.51,1.87,20.02,19.74,25.96,13.2,1.33,11.9,71.44,134.81,3.01,83.8,6.65,0.58
2019,10,9,2.64,1.62,19.42,19.12,25.76,14.19,4.63,12.76,78.62,154.56,2.57,83.81,7.06,1.13
2019,10,10,2.02,1.72,19.5,19.16,24.22,15.34,4.99,13.31,81.38,145.81,2.83,83.8,6.56,1.98
2019,10,11,1.46,1.52,18.22,18.48,21.77,15.69,52.18,14.1,88.69,150.44,2.48,83.79,6.22,0.33
2019,10,12,1.25,1.84,19.4,19.01,23.86,15.57,6.56,13.55,83.75,151.81,2.98,83.79,6.98,1.08
2019,10,13,1.57,1.77,19.76,19.33,25.27,15.18,7.03,13.43,81.75,130.44,2.88,83.79,5.95,0.89
2019,10,14,1.0,1.52,19.26,19.23,23.64,15.35,27.18,13.79,83.94,141.81,2.45,83.86,5.48,0.77
2019,10,15,2.43,1.69,19.31,19.22,24.31,14.75,1.91,13.43,82.19,159.62,2.83,83.83,6.43,1.46
2019,10,16,1.85,1.39,19.73,19.65,25.28,14.99,2.62,12.88,76.75,191.5,2.27,83.83,5.02,1.09
2019,10,17,2.23,1.3,20.39,19.98,25.88,14.51,6.09,13.31,78.0,152.56,2.11,83.83,4.37,1.3
2019,10,18,1.8,1.48,17.9,17.76,20.95,14.75,6.47,13.12,86.44,195.12,2.39,83.87,8.45,0.18
2019,10,19,2.2,1.32,20.23,19.62,25.83,14.02,0.91,12.51,75.56,132.75,2.22,83.85,4.18,1.66
2019,10,20,1.87,1.12,19.8,19.53,24.7,15.7,4.47,13.98,83.56,183.25,1.84,83.85,3.81,0.55
2019,10,21,1.68,1.22,20.12,19.83,24.87,16.01,1.99,13.67,81.0,154.94,1.99,83.81,4.42,0.92
2019,10,22,2.38,1.27,20.62,20.01,25.85,14.74,0.79,13.37,78.81,159.75,2.26,83.75,4.15,0.95
2019,10,23,2.16,1.42,20.17,19.89,25.19,15.8,2.25,13.49,79.31,151.19,2.34,83.74,4.85,1.48
2019,10,24,1.3,1.07,18.15,18.25,21.41,15.61,24.83,13.98,89.06,159.94,1.79,83.89,4.32,0.5
2019,10,25,2.14,1.59,19.38,19.4,25.12,14.57,4.55,13.06,79.56,112.81,2.55,83.9,6.29,0.55
2019,10,26,1.55,1.48,17.87,18.23,22.03,15.21,19.25,13.37,85.5,129.81,2.48,83.88,6.02,0.8
2019,10,27,1.94,1.38,17.84,18.33,22.28,14.82,4.76,13.24,84.44,153.88,2.24,83.82,5.9,0.39
2019,10,28,1.43,1.54,17.96,17.77,23.63,13.72,2.85,12.76,84.75,195.94,2.68,83.77,5.23,2.23
2019,10,29,2.32,1.33,19.77,19.37,25.24,13.73,2.5,13.06,79.12,171.06,2.38,83.76,5.52,0.71
2019,10,30,1.85,1.3,19.26,19.31,23.41,14.93,3.42,12.88,78.31,176.0,2.19,83.85,4.55,1.21
2019,10,31,1.04,1.21,17.69,17.76,21.33,14.67,6.5,13.43,89.06,177.69,2.12,83.94,4.84,1.53
2019,11,1,2.26,1.47,18.23,18.26,22.05,14.67,4.9,13.12,84.69,146.19,2.52,83.89,5.9,0.19
2019,11,2,2.1,1.47,18.74,18.72,24.33,13.93,1.2,12.63,79.81,169.0,2.48,83.86,5.54,0.48
2019,11,3,2.23,1.33,19.4,19.45,24.72,15.44,0.43,12.63,76.25,159.75,2.27,83.92,4.4,0.16
2019,11,4,2.6,1.45,19.44,19.23,25.12,14.67,1.47,13.0,80.0,153.81,2.52,83.94,4.84,1.3
2019,11,5,2.54,1.38,19.34,19.23,24.43,14.43,0.97,12.82,78.56,172.31,2.34,83.91,4.85,1.22
2019,11,6,2.01,1.49,19.48,19.25,24.21,15.19,1.39,13.24,80.69,175.38,2.58,83.85,4.81,1.28
2019,11,7,1.9,1.34,19.49,19.21,25.03,15.02,1.75,13.12,80.38,185.75,2.31,83.85,4.39,1.03
2019,11,8,2.16,1.42,19.75,19.73,24.62,15.33,4.27,13.43,79.31,152.69,2.44,83.91,5.55,0.18
2019,11,9,2.43,1.39,20.12,19.99,25.17,16.05,1.62,13.43,78.19,133.75,2.39,83.87,5.02,0.45
2019,11,10,2.25,1.68,19.48,19.42,25.3,15.79,2.35,14.04,83.88,143.81,2.8,83.71,6.46,0.52
2019,11,11,1.8,1.24,20.3,20.09,25.49,15.87,3.45,14.16,81.5,155.38,2.05,83.62,5.06,0.37
2019,11,12,1.95,1.33,19.93,19.71,24.01,16.04,5.12,14.53,85.5,160.25,2.35,83.63,4.83,2.09
2019,11,13,2.19,1.39,19.33,19.25,23.54,15.77,2.43,13.79,83.69,165.5,2.45,83.74,5.44,1.76
2019,11,14,1.14,1.3,19.53,19.23,24.88,15.24,2.26,13.12,80.56,157.56,2.28,83.81,5.65,1.27
2019,11,15,2.45,1.34,19.51,19.3,25.3,14.61,3.64,13.06,79.88,150.31,2.35,83.8,5.22,1.64
2019,11,16,2.34,1.39,20.64,20.08,26.5,14.32,8.87,14.16,82.19,152.12,2.41,83.61,4.73,2.63
2019,11,17,2.06,0.68,20.44,20.17,25.18,15.82,11.45,14.65,84.25,186.12,1.23,83.64,3.6,0.24
2019,11,18,1.97,1.2,20.34,19.74,24.59,16.6,6.68,14.1,83.5,153.56,2.02,83.78,4.5,1.42
2019,11,19,1.57,0.96,18.86,18.52,22.94,15.69,2.7,13.85,88.0,158.94,1.71,83.82,4.14,1.08
2019,11,20,1.7,1.17,19.82,19.4,24.23,15.26,4.22,13.55,81.88,119.56,2.05,83.82,3.74,1.71
2019,11,21,1.96,0.96,18.95,19.3,23.08,15.9,1.07,13.79,83.0,171.25,1.59,83.79,3.09,1.09
2019,11,22,2.2,0.92,19.49,19.71,24.51,14.96,1.35,13.67,80.62,180.25,1.52,83.77,3.41,0.39
2019,11,23,0.9,1.4,18.74,18.72,24.11,15.4,21.79,13.79,86.62,265.25,2.47,83.79,5.52,1.27
2019,11,24,1.63,0.88,18.33,18.36,21.61,15.48,3.42,13.49,85.88,241.75,1.51,83.89,5.1,0.84
2019,11,25,1.3,0.87,18.37,18.33,23.13,14.71,6.48,13.24,85.0,152.44,1.52,83.9,3.2,0.49
2019,11,26,2.29,0.65,18.98,18.93,23.32,15.74,22.53,13.67,84.5,161.75,1.2,83.83,3.14,0.31
2019,11,27,2.07,0.79,18.98,19.03,22.99,15.31,5.14,13.61,83.5,273.44,1.38,83.82,3.55,0.25
2019,11,28,1.9,1.11,20.14,19.95,25.1,16.17,15.09,14.22,82.81,131.94,1.86,83.85,3.84,0.84
2019,11,29,1.67,0.82,20.59,20.17,25.51,15.51,14.16,14.22,82.25,141.44,1.44,83.9,3.44,1.16
2019,11,30,2.05,0.97,18.47,18.35,22.35,16.15,9.99,13.79,88.12,136.94,1.66,83.89,4.57,0.39
2019,12,1,1.26,0.53,20.18,19.84,25.35,15.1,28.07,14.16,83.0,188.12,1.03,83.81,4.48,0.66
2019,12,2,2.04,0.72,18.87,18.97,21.59,17.26,8.75,14.47,88.38,184.12,1.22,83.8,3.34,0.25
2019,12,3,1.52,0.69,20.17,19.9,25.68,16.16,3.24,14.47,84.62,206.81,1.26,83.74,3.81,1.05
2019,12,4,1.8,0.82,19.26,18.83,22.78,16.24,3.74,13.73,85.75,156.25,1.52,83.86,3.98,0.59
2019,12,5,2.24,1.01,20.02,19.47,24.85,15.42,4.95,13.43,81.38,131.31,1.84,83.84,4.2,2.37
2019,12,6,1.87,1.21,19.7,19.2,24.74,14.83,3.23,14.04,85.62,88.88,2.16,83.8,4.3,2.41
2019,12,7,1.55,0.97,20.52,20.12,25.41,15.04,7.61,14.22,82.44,140.88,1.79,83.74,3.6,1.92
2019,12,8,1.34,0.59,18.73,18.75,21.73,16.67,3.97,14.1,87.38,207.69,1.09,83.79,2.51,0.32
2019,12,9,1.35,0.8,20.32,19.73,25.35,16.05,4.81,13.79,82.0,194.0,1.42,83.78,4.57,0.27
2019,12,10,1.8,0.7,19.14,18.88,23.17,16.66,3.13,14.1,87.12,214.88,1.16,83.8,2.98,0.44
2019,12,11,1.57,0.63,19.12,18.8,23.55,15.67,5.13,13.85,86.19,210.56,1.2,83.79,3.08,0.37
2019,12,12,1.83,1.12,18.77,18.73,23.4,14.97,2.03,13.31,83.62,130.88,1.98,83.81,3.9,1.73
2019,12,13,1.55,1.03,19.18,18.98,24.29,14.3,1.02,13.37,82.81,124.81,1.77,83.89,3.81,1.36
2019,12,14,2.55,1.21,19.24,19.01,24.28,14.48,0.92,13.31,82.94,146.12,2.11,83.96,4.48,0.54
2019,12,15,2.23,1.2,19.48,19.18,24.9,14.4,1.34,13.24,81.69,54.69,2.12,83.92,4.15,1.65
2019,12,16,2.29,1.17,19.76,19.38,25.05,13.65,1.98,13.61,82.38,79.06,2.14,83.82,3.73,2.57
2019,12,17,2.4,1.13,20.0,19.43,25.06,14.48,0.68,13.61,82.31,88.69,2.09,83.81,3.94,2.11
2019,12,18,2.22,1.34,19.97,19.67,25.06,15.03,0.82,13.98,83.06,81.62,2.34,83.82,4.83,1.37
2019,12,19,2.22,1.44,20.29,19.76,25.48,14.95,1.0,13.92,82.5,63.19,2.55,83.86,5.46,2.69
2019,12,20,2.24,1.26,20.02,19.86,24.69,14.25,0.28,12.76,75.56,90.75,2.18,83.9,5.91,1.07
2019,12,21,2.16,0.98,20.58,20.31,25.57,15.54,4.19,13.85,79.12,128.19,1.66,83.85,3.57,1.26
2019,12,22,1.9,1.04,19.15,18.99,23.3,16.3,26.66,14.22,87.38,268.5,1.84,83.93,4.23,1.79
2019,12,23,1.89,1.01,19.72,19.37,24.09,15.81,1.3,13.67,82.81,135.06,1.79,83.96,3.58,1.94
2019,12,24,2.18,1.05,20.33,19.9,25.67,14.81,1.28,13.73,81.0,129.31,1.91,83.91,4.66,2.16
2019,12,25,2.3,0.98,20.48,20.05,25.97,14.69,19.2,13.98,82.0,117.19,1.77,83.87,4.97,1.74
2019,12,26,1.7,0.88,19.95,19.9,24.31,17.11,39.58,14.16,82.69,212.44,1.48,83.86,3.73,0.74
2019,12,27,2.13,0.48,20.76,20.65,25.6,15.82,0.25,13.43,75.56,230.0,0.91,83.81,3.5,0.25
2019,12,28,1.84,0.55,19.87,19.66,24.33,16.76,2.43,14.53,85.56,204.62,1.12,83.74,3.48,0.23
2019,12,29,2.23,0.7,20.83,20.5,25.55,17.12,4.01,14.28,80.94,150.31,1.27,83.76,3.7,0.8
2019,12,30,2.26,1.31,20.04,19.83,25.61,15.47,1.53,13.98,82.38,155.38,2.39,83.78,5.4,2.79
2019,12,31,2.27,1.1,19.98,19.77,24.75,15.84,1.09,13.67,81.19,68.94,1.95,83.87,4.06,1.22
2020,1,1,2.58,1.48,20.7,20.33,26.7,15.15,1.66,13.67,79.56,96.25,2.64,83.85,5.35,3.17
2020,1,2,2.45,1.52,20.54,20.19,26.44,14.51,1.62,14.1,81.81,116.31,2.7,83.84,5.44,3.0
2020,1,3,2.25,1.47,20.29,20.08,25.73,15.87,0.76,13.79,80.88,67.75,2.61,83.94,4.73,2.39
2020,1,4,2.03,1.19,19.17,19.3,23.95,15.76,29.49,13.85,83.75,131.94,1.98,83.92,3.59,0.91
2020,1,5,1.87,0.96,19.71,19.55,24.71,14.45,2.49,13.85,83.12,127.69,1.7,83.87,4.05,0.83
2020,1,6,1.48,0.96,20.27,19.9,24.99,15.33,1.39,13.55,80.06,139.38,1.82,83.86,5.22,1.9
2020,1,7,1.95,1.38,19.8,19.57,24.66,15.84,0.51,13.79,82.69,138.31,2.47,83.88,4.98,2.52
2020,1,8,1.6,0.73,17.67,17.78,20.6,15.11,7.08,13.49,89.06,194.06,1.34,83.92,4.53,0.69
2020,1,9,1.52,1.02,19.65,19.33,25.14,14.1,1.66,13.37,81.75,149.56,1.87,83.87,3.68,1.81
2020,1,10,2.01,1.08,18.64,18.72,22.98,15.58,2.29,13.43,84.31,163.69,1.98,83.9,4.72,1.96
2020,1,11,1.34,0.77,19.61,19.14,25.05,14.08,2.75,12.82,79.69,229.0,1.41,83.97,3.73,1.05
2020,1,12,1.28,0.77,20.36,19.91,25.51,15.76,1.28,12.94,77.06,177.31,1.38,84.01,3.2,0.71
2020,1,13,2.23,0.85,19.55,19.1,24.07,16.01,2.7,13.73,84.38,87.0,1.51,83.91,4.12,0.8
2020,1,14,2.7,1.32,20.5,20.14,26.98,14.61,0.17,13.12,77.62,126.25,2.41,83.79,4.55,3.12
2020,1,15,2.71,1.36,20.52,20.33,27.19,14.33,0.39,13.0,75.75,139.19,2.48,83.83,4.62,2.69
2020,1,16,2.21,0.95,20.9,20.73,27.23,15.02,0.67,12.82,73.19,220.56,1.71,83.9,3.43,0.54
2020,1,17,2.04,0.96,20.05,19.79,24.2,16.41,5.93,13.98,82.12,143.56,1.64,83.95,4.73,0.34
2020,1,18,1.78,1.03,21.15,20.66,26.8,15.71,2.49,13.85,78.44,154.88,1.88,83.89,4.0,1.9
2020,1,19,1.8,1.33,20.17,20.08,25.04,17.1,8.94,13.79,79.88,302.94,2.25,83.95,4.92,2.24
2020,1,20,2.31,0.77,19.89,19.89,25.09,15.51,0.71,13.37,78.19,205.12,1.53,83.93,4.09,0.91
2020,1,21,2.56,1.01,21.46,21.24,27.29,15.5,0.17,13.61,74.44,203.06,1.83,83.88,3.53,1.91
2020,1,22,2.06,0.84,21.26,21.15,27.22,15.25,0.11,13.24,72.44,315.25,1.57,83.82,4.09,0.3
2020,1,23,1.59,0.66,20.85,20.44,24.97,16.73,15.43,14.59,82.5,207.06,1.26,83.86,3.19,0.74
2020,1,24,1.11,1.01,20.11,19.87,23.58,16.94,14.44,14.04,82.25,131.56,1.78,83.97,4.45,1.42
2020,1,25,2.15,1.37,19.61,19.65,25.48,15.19,1.88,13.0,78.19,127.31,2.46,83.99,5.31,2.11
2020,1,26,1.35,1.52,19.26,19.21,24.01,14.62,4.31,13.0,79.81,133.69,2.76,83.97,5.62,3.15
2020,1,27,1.41,1.45,20.14,19.88,25.05,15.96,4.94,14.28,83.75,142.38,2.57,83.94,4.92,2.83
2020,1,28,0.8,0.73,19.36,19.24,24.26,15.77,31.91,14.4,87.38,203.12,1.36,83.89,3.81,1.17
2020,1,29,1.5,0.94,18.0,18.32,21.09,15.4,6.7,12.94,83.0,236.19,1.56,84.02,3.47,0.41
2020,1,30,1.7,0.97,19.39,19.17,24.73,14.85,2.95,13.24,81.44,172.31,1.77,84.03,3.91,1.03
2020,1,31,2.26,0.82,19.17,19.0,23.92,15.04,3.09,13.31,82.56,176.62,1.41,84.02,2.51,1.25
2020,2,1,1.91,1.08,18.02,18.02,21.22,15.4,26.78,13.31,87.12,230.81,1.84,84.04,4.47,1.51
2020,2,2,2.07,0.66,19.76,19.14,24.7,14.13,4.39,12.94,80.12,217.81,1.27,84.06,4.0,0.11
2020,2,3,2.52,0.61,19.58,19.42,22.77,16.8,18.72,14.34,85.94,166.31,1.05,84.01,2.68,0.75
2020,2,4,2.35,0.71,19.23,19.03,22.67,16.83,8.23,14.28,87.62,78.88,1.23,84.01,3.17,0.91
2020,2,5,1.52,0.78,19.45,19.28,24.18,16.07,8.54,13.61,82.88,144.69,1.41,84.0,3.0,1.0
2020,2,6,1.82,1.12,19.12,19.12,23.4,16.03,5.5,14.1,86.38,118.69,1.83,84.02,4.51,0.15
2020,2,7,2.97,1.33,20.35,19.83,26.08,14.11,0.2,13.61,80.81,129.62,2.34,84.0,4.56,2.16
2020,2,8,2.95,1.7,20.5,20.26,26.34,14.86,0.07,13.67,79.5,93.44,2.99,83.99,6.06,2.46
2020,2,9,3.23,1.71,20.26,20.08,27.27,14.4,0.02,13.18,77.75,89.94,3.03,83.98,6.03,2.59
2020,2,10,3.16,1.71,19.92,19.96,27.19,13.85,0.01,12.39,74.38,127.69,3.04,83.97,5.84,2.71
